relative_path,line_number,keywords,line
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,202,surv,"""overall survivalmonths"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,203,surv,"""overallsurvivaltime"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,204,surv,"""overallsurvivaldays"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,205,surv,"""overallsurvivalmonths"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,206,surv,"""survivaltime"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,235,os_event,"PROBED_OS_EVENT_COLUMN = ""os_event"""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,236,os_time_days,"PROBED_OS_TIME_COLUMN = ""os_time_days"""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,400,surv,"""target_survival"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,414,surv,"or ""survival"" in str(role).lower()"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,684,os_event,"OS_EVENT_ALIAS_PRIORITY,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,698,os_event,"""schema_type"": ""PRECOMPUTED_OS_EVENT_PLUS_TIME"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,753,censor,"""0"": ""CENSORED"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,768,censor,"""accepted_censored_strings_case_insensitive"": ["
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,771,censor,"""censored"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,795,os_event,"== ""PRECOMPUTED_OS_EVENT_PLUS_TIME"""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,894,surv,"print(""  Survival split generation: NO"")"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,967,os_event,"if os_schema[""schema_type""] != ""PRECOMPUTED_OS_EVENT_PLUS_TIME"":"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,973,os_event,"if os_schema[""event_column""] != PROBED_OS_EVENT_COLUMN:"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,976,os_event,"f""from outcome-free probe header {PROBED_OS_EVENT_COLUMN!r}."""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1093,os_event,"""probe_header_OS_event_column"": PROBED_OS_EVENT_COLUMN,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1105,repeat,# Exact repeated-CV + bootstrap mechanics frozen BEFORE labels are read.
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1115,outer,"""outer_CV"": {"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1116,fold,"""algorithm"": ""sklearn.model_selection.StratifiedKFold"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1117,outer,"""n_splits"": OUTER_SPLITS,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1118,outer;repeat,"""n_repeats"": OUTER_REPEATS,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1120,os_event,"""stratification_variable"": ""OS_event"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1121,repeat,"""repeat_seed_formula"": ("
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1122,repeat,"f""{BASE_SEED} + repeat_index"""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1124,repeat,"""repeat_index_range"": ""0..19"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1132,fold,"""algorithm"": ""sklearn.model_selection.StratifiedKFold"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1135,os_event;outer,"""stratification_variable"": ""OS_event within outer training only"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1138,fold;outer;repeat,"""+ outer_repeat_index*100 + outer_fold_index"""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1140,outer,"""target_outer_test_used"": False,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1147,fold,"""fold_metric_definition"": {"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1149,fold;outer,"""Compute on each outer-test fold using the corresponding """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1150,censor;ipcw;outer;surv,"""outer-training survival distribution for IPCW censoring weights."""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1153,fold;outer,"""Compute on each outer-test fold using corresponding """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1154,outer;surv,"""outer-training survival distribution and training-fitted """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1160,fold;outer,"""each outer-test fold."""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1164,fold;outer,"""outer-test fold."""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1169,fold;repeat,"""fold_to_repeat"": ("
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1170,fold;outer,"""Sample-count-weighted mean of the 5 outer-fold metrics """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1171,repeat,"""within each repeat."""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1173,repeat,"""repeat_to_final"": ("
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1174,repeat,"""Arithmetic mean across valid repeat-level estimates."""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1176,repeat,"""minimum_valid_repeats"": MIN_VALID_REPEATS,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1177,repeat,"""if_fewer_than_min_valid_repeats"": ("
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1181,fold;outer;repeat,"""Within identical outer fold/repeat, treatment metric minus """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1182,fold;repeat,"""control metric; aggregate with the same fold/repeat rule."""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1191,os_event,"""stratification"": ""OS_event"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1194,outer,"""same_patient_multiplicity_all_20_outer_test_appearances"": True,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1196,outer,"""outer_split_regeneration_inside_bootstrap"": False,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1197,surv,"""training_survival_distribution_inside_bootstrap"": ("
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1198,outer;surv,"""Keep the original frozen outer-training survival distribution """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1199,fold,"""for each fold; bootstrap only the already-held-out patient """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1203,repeat,"""Patient multiplicity is represented by literal repeated copies """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1205,fold,"""the fixed fold prediction."""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1207,fold,"""fold_metric_recomputed_each_draw"": True,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1208,fold;repeat,"""fold_to_repeat_aggregation_same_as_point_estimate"": True,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1209,repeat,"""repeat_to_final_aggregation_same_as_point_estimate"": True,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1216,fold,"""A draw is invalid if a required fold metric cannot be evaluated """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1227,repeat,"""Conditional uncertainty of fixed repeated-CV predictions; """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1261,fold,"""fold_exclusion_after_opening"": False,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1285,repeat,"""05f1c repeated-CV/bootstrap/branch-uncertainty freeze"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1293,tau,"""freeze exact Uno-C tau/time-support implementation"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1294,surv,"""freeze exact IBS prediction-survival conversion/calibration implementation"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1295,fold,"""freeze exact fold-safe Hallmark implementation code"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1323,fold;repeat,"""drop samples/folds/repeats based on observed outcomes/model behavior"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1365,os_event,"""OS_event_column"": os_schema[""event_column""],"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1374,fold;outer;repeat,"""outer_CV"": f""{OUTER_SPLITS} folds x {OUTER_REPEATS} repeats"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1375,fold,"""inner_classical_CV"": f""{INNER_SPLITS_CLASSICAL} folds"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1377,repeat,"""minimum_valid_repeats"": MIN_VALID_REPEATS,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1381,os_event,"""TARGET_OS_event_values_read"": False,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1386,surv,"""survival_splits_generated"": False,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1401,os_event,"""OS_event_column_header_only"": PROBED_OS_EVENT_COLUMN,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1480,fold;outer;repeat,"f""  outer CV: {OUTER_SPLITS} folds x {OUTER_REPEATS} repeats"""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1483,fold,"f""  inner classical CV: {INNER_SPLITS_CLASSICAL} folds"""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1489,repeat,"""  same patient multiplicity across all models/repeats: YES"""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,1502,surv,"print(""  survival splits generated: NO"")"
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,8,fold;outer,prespecified B0/B4 IBS calculation because one outer test fold retained only
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,21,repeat,- CV splits/repeats/seeds;
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,33,fold;outer,3. If an outer fold has <5 supported IBS grid points:
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,34,fold,- record IBS for that fold as unavailable;
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,36,fold,- do NOT use a feasible-fold-only IBS estimate to establish SUPPORTS.
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,37,fold,4. If ANY primary B0/B4 fold has unavailable IBS:
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,44,fold,7. Feasible-fold IBS summaries may be reported DESCRIPTIVELY ONLY.
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,45,repeat,8. Existing v1 repeat checkpoints may be reused only when their original
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,142,fold,"print(""  SUPPORTS disabled if any primary IBS fold is infeasible: YES"")"
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,193,repeat,# Audit reusable completed repeat checkpoints without reading their performance values.
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,196,repeat,for repeat in range(20):
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,197,repeat,"manifest_path = C4_PRIMARY_CKPT / f""repeat_{repeat:02d}.json"""
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,202,repeat,"""repeat"": repeat,"
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,234,repeat,"""repeat"": repeat,"
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,255,repeat,"""stage"": ""04c primary B0/B4 repeated CV"","
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,259,fold,"""The prespecified fold-specific IBS horizon was not estimable """
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,261,fold,"""small held-out GSE16091 fold."""
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,275,outer,"""outer_cv"": True,"
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,288,fold,"""per_fold_IBS"": ("
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,290,fold,"""points remain, mark that fold IBS_UNAVAILABLE_INSUFFICIENT_COMMON_SUPPORT. """
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,297,fold,"""May be declared only if ALL primary B0/B4 IBS folds are available """
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,307,fold,"""IBS_FEASIBILITY_LIMITATION and do not interpret feasible-fold-only """
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,310,fold,"""feasible_fold_IBS"": ""DESCRIPTIVE_ONLY"","
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,316,repeat,"""reusable_repeat_checkpoints_observed_now"": n_reusable,"
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,341,repeat,"""reusable_primary_repeat_checkpoints"": n_reusable,"
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,342,fold,"""SUPPORTS_disabled_if_any_IBS_fold_unavailable"": True,"
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,353,repeat,"print(f""Validated reusable v1 primary repeat checkpoints: {n_reusable}/20"")"
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,357,fold,"print(""  infeasible IBS fold -> IBS unavailable, no alternate horizon"")"
scripts\04c0_freeze_conservative_ibs_feasibility_amendment.py,358,fold,"print(""  any unavailable primary IBS fold -> SUPPORTS cannot be declared"")"
scripts\04c_run_classical_premise_test.py,11,surv,"GSE16091, n=34, GPL96, overall survival."
scripts\04c_run_classical_premise_test.py,14,fold;outer;repeat,the GSE16091 outer-training fold in repeated outer CV.
scripts\04c_run_classical_premise_test.py,47,repeat,The primary B0/B2/B3/B4 analysis is checkpointed per repeat.
scripts\04c_run_classical_premise_test.py,48,repeat,The B1 gene-level analysis is checkpointed per repeat.
scripts\04c_run_classical_premise_test.py,49,repeat,The event-matched DOG secondary analysis is checkpointed per repeat.
scripts\04c_run_classical_premise_test.py,83,fold,from sklearn.model_selection import StratifiedKFold
scripts\04c_run_classical_premise_test.py,84,surv,from sksurv.linear_model import CoxnetSurvivalAnalysis
scripts\04c_run_classical_premise_test.py,85,ipcw;surv,from sksurv.metrics import concordance_index_ipcw
scripts\04c_run_classical_premise_test.py,86,surv,from sksurv.util import Surv
scripts\04c_run_classical_premise_test.py,89,surv,"""04c requires scikit-survival in the active Paper-6 .venv."""
scripts\04c_run_classical_premise_test.py,153,fold,"PRIMARY_FOLDS = OUT_DIR / ""primary_classical_fold_metrics.tsv"""
scripts\04c_run_classical_premise_test.py,155,fold,"PRIMARY_IBS = OUT_DIR / ""primary_classical_fold_ibs.tsv"""
scripts\04c_run_classical_premise_test.py,160,fold,"B1_FOLDS = OUT_DIR / ""B1_gene_elastic_net_fold_metrics.tsv"""
scripts\04c_run_classical_premise_test.py,180,outer,OUTER_SPLITS = 5
scripts\04c_run_classical_premise_test.py,181,outer;repeat,OUTER_REPEATS = 20
scripts\04c_run_classical_premise_test.py,191,tau,UNO_TAU_QUANTILE = 0.90
scripts\04c_run_classical_premise_test.py,268,surv,"def make_surv(time_values: Sequence[float], event_values: Sequence[bool]) -> np.ndarray:"
scripts\04c_run_classical_premise_test.py,269,surv,return Surv.from_arrays(
scripts\04c_run_classical_premise_test.py,503,surv,"raise RuntimeError(f""{acc}: invalid survival time {time_value}."")"
scripts\04c_run_classical_premise_test.py,511,os_event,"""os_event"": event,"
scripts\04c_run_classical_premise_test.py,616,fold,"f""in training fold; minimum={self.min_genes}."""
scripts\04c_run_classical_premise_test.py,691,tau,"def tau_from_training(y_train: np.ndarray, quantile: float) -> float:"
scripts\04c_run_classical_premise_test.py,693,tau,"tau = float(np.quantile(times, quantile))"
scripts\04c_run_classical_premise_test.py,694,tau,"return min(tau, np.nextafter(float(np.max(times)), 0.0))"
scripts\04c_run_classical_premise_test.py,701,tau,"quantile: float = UNO_TAU_QUANTILE,"
scripts\04c_run_classical_premise_test.py,707,tau,"tau = tau_from_training(y_train, quantile)"
scripts\04c_run_classical_premise_test.py,711,ipcw,concordance_index_ipcw(
scripts\04c_run_classical_premise_test.py,715,tau,"tau=tau,"
scripts\04c_run_classical_premise_test.py,719,tau,"mask = np.asarray(y_test[""time""], dtype=float) <= tau"
scripts\04c_run_classical_premise_test.py,724,ipcw,concordance_index_ipcw(
scripts\04c_run_classical_premise_test.py,728,tau,"tau=tau,"
scripts\04c_run_classical_premise_test.py,747,fold,"f""Cannot make frozen {n_splits}-fold event-stratified split; """
scripts\04c_run_classical_premise_test.py,751,fold,splitter = StratifiedKFold(
scripts\04c_run_classical_premise_test.py,850,breslow,"self._fit_breslow_baseline(X, y)"
scripts\04c_run_classical_premise_test.py,853,breslow,"def _fit_breslow_baseline(self, X: np.ndarray, y: np.ndarray) -> None:"
scripts\04c_run_classical_premise_test.py,869,breslow,"raise RuntimeError(""Invalid Breslow risk-set sum."")"
scripts\04c_run_classical_premise_test.py,880,surv,def predict_survival_matrix(
scripts\04c_run_classical_premise_test.py,915,fold;train_idx,"for inner_fold, (train_idx, val_idx) in enumerate(splits):"
scripts\04c_run_classical_premise_test.py,919,train_idx,).fit(X_gene[train_idx])
scripts\04c_run_classical_premise_test.py,921,train_idx,X_train = transformer.transform(X_gene[train_idx])
scripts\04c_run_classical_premise_test.py,933,train_idx,").fit(X_train, y[train_idx])"
scripts\04c_run_classical_premise_test.py,936,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test.py,948,fold,"""inner_fold"": inner_fold,"
scripts\04c_run_classical_premise_test.py,968,fold,"raise RuntimeError(""No centered-ridge alpha has finite Uno C in all inner folds."")"
scripts\04c_run_classical_premise_test.py,990,surv,) -> CoxnetSurvivalAnalysis:
scripts\04c_run_classical_premise_test.py,993,surv,model = CoxnetSurvivalAnalysis(
scripts\04c_run_classical_premise_test.py,1023,fold;train_idx,"for inner_fold, (train_idx, val_idx) in enumerate(splits):"
scripts\04c_run_classical_premise_test.py,1024,train_idx,transformer = GeneTransformer().fit(X_gene[train_idx])
scripts\04c_run_classical_premise_test.py,1025,train_idx,X_train = transformer.transform(X_gene[train_idx])
scripts\04c_run_classical_premise_test.py,1030,train_idx,"model = fit_coxnet_path(X_train, y[train_idx], l1)"
scripts\04c_run_classical_premise_test.py,1035,fold,"""inner_fold"": inner_fold,"
scripts\04c_run_classical_premise_test.py,1053,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test.py,1064,fold,"""inner_fold"": inner_fold,"
scripts\04c_run_classical_premise_test.py,1085,fold,"raise RuntimeError(""No B1 elastic-net candidate is finite in all inner folds."")"
